name,cuisine,DietaryRestrictions,latitude,longitude,phone,rating
Barbeque Nation,Indian Asian       ,   ,12.905,77.70112,+91 80 6902 8722,4.5
Punjabi Rasoi,Indian Asian       ,Vegetarian Friendly   ,13.03492,77.60255,,3.5
Chung's,Chinese Asian Szechuan      ,   ,12.9421,77.59677,26551899,3.5
Subway,Fast Food        ,   ,12.9938,77.5715,+91 80 3190 4442,4.5
Singh Saab,Indian Asian       ,Vegetarian Friendly   ,12.97427,77.64114,+91 88805 22233,4
Indiana Fast Foods Restaurant,Indian        ,   ,12.96838,77.60101,25585966,4
Komala Refreshments,        ,   ,12.99724,77.61995,+91 80 2548 3891,4
Ragi Nadu Restaurant,Indian        ,   ,12.79638,77.70657,+91 96866 96544,4
Sea Rock,Seafood        ,   ,,,+91 88841 28881,4
Sri Venkateshwara Nellore Andhra Mess,        ,   ,12.8586,77.64619,+91 95905 88899,4.5
Iceberg,        ,   ,13.05095,77.59318,+91 85535 04885,4
Kim Lee,Chinese        ,   ,12.98199,77.55964,+91 80 2330 2766,4.5
Flame And Grill,        ,   ,12.98788,77.61106,,4.5
Bingo,Chinese Indian       ,   ,12.91669,77.60557,+91 80 2563 9472,3
Karnataka Bhel House,        ,   ,12.95821,77.53989,+91 98451 00870,3.5
Chef Baker's,Indian        ,   ,12.97897,77.75335,+91 74060 66613,4.5
Empire Restaurant,        ,   ,12.88325,77.5537,+91 80 4120 2867,3
Elmas Hotel Restaurant,Seafood        ,   ,12.935544,77.61287,+91 80 4146 1414,4
Kalmane Koffees,Cafe        ,   ,12.97773,77.74271,+91 98808 59495,4
Canopy Restaurant,        ,   ,12.97571,77.60506,+91 80 2558 8542,3
Leon Grill,Turkish        ,   ,12.91679,77.59631,+91 80 4865 4147,5
Hoppipola,Bar International Mediterranean Pub     ,Vegetarian Friendly   ,12.975165,77.60345,+91 80 2521 7070,4
Slo’ Food Co.2,        ,   ,12.976345,77.61949,+91 1800 108 0333,5
Blue Coriander,Chinese Indian Asian      ,   ,12.84469,77.68523,+91 80 4040 8888,3
Mannheim Brews,        ,   ,12.849973,77.65833,+91 94490 36747,5
The Red Lantern,Chinese        ,   ,13.036562,77.57667,+91 80 4848 4868,4
Cauvery Hyderabadi Biriyani,        ,   ,12.91838,77.48294,+91 80 2563 9696,4
Bhartiya Jalpan,Indian        ,   ,12.98236,77.60787,+91 80 4164 9637,4
Geist To Go,American Bar Asian Pub Dining bars Beer restaurants   ,   ,12.962484,77.588455,+91 88677 07113,4.5
Uday Huts Family Restaurant,Indian        ,   ,13.09503,77.5943,+91 98802 75789,2.5
"Jook Taproom, Yelahanka",Indian Brew Pub Contemporary Pub Gastropub    ,   ,13.093034,77.59397,+91 93558 54169,
Shenoy Foods,        ,   ,13.00465,77.56928,+91 80 2331 1789,4
Taco Bell,Mexican Fast Food       ,   ,12.92485,77.55104,+91 80 2563 4455,3.5
Sichi Sagar,Chinese Indian       ,   ,12.99182,77.59444,+91 98807 88295,4
Chandni Chowk 2 Bangalore,Indian Pizza Barbecue Grill Street Food    ,   ,12.982554,77.61072,+91 96067 06806,3.5
Canton,Chinese        ,   ,12.93041,77.58383,+91 80 2663 0353,3.5
Azuki Japan Travel Bistro and Sake,Japanese        ,   ,,,+91 80 4121 4342,4
The Runaway Chef,Italian Mexican American Indian     ,   ,13.06233,77.6244,+91 80887 68888,4
Delicacy,Chinese Thai       ,   ,12.92693,77.50141,+91 80 2544 9944,4
Swadista Aahar,        ,   ,12.91383,77.61011,+91 98440 06825,4
Thalappakatt,        ,   ,12.9724,77.61853,+91 80 4377 4001,4.5
Luna Sweets,        ,   ,12.99098,77.6006,+91 80 6576 0715,4.5
Pecos Pub,Pub Gastropub       ,   ,12.934898,77.61611,+91 97399 55389,3.5
Little Orissa Restaurant,        ,   ,12.98234,77.64054,+91 97402 43144,4
Beijing Bites,Chinese Thai       ,   ,12.91179,77.68205,+91 80 4150 4388,4
Dev Sagar,        ,Vegetarian Friendly   ,12.98558,77.61004,+91 98862 04745,4
Hyderabad House,Chinese Indian Cafe      ,   ,12.92557,77.67616,+91 76764 53842,3.5
Hill View Restaurant,Chinese        ,   ,12.85687,77.58523,+91 80 4055 4055,3
Thalappakatti,Indian        ,   ,12.97292,77.61619,+91 80 4377 4001,4
Ganesh Bhavan,        ,   ,12.98501,77.57471,+91 80 2346 6396,4
Bageecha,Indian        ,   ,12.96861,77.5341,+91 98453 73215,3
Puran Da Dhaba,Indian        ,Vegetarian Friendly Vegan Options  ,12.96635,77.60718,+91 80 4348 4348,4
Dindigul Thalappakatti,Indian        ,Halal   ,12.91238,77.63803,+91 80674 66725,3
Coffee Mechanics,        ,   ,13.01723,77.6341,+91 98809 35511,5
Ibaco,        ,   ,12.98037,77.63726,+91 99721 69534,4
Monkey Bar,Indian International       ,   ,13.061277,77.532524,+91 86554 64500,5
Le Charcoal,Indian        ,Vegetarian Friendly   ,12.93327,77.61509,+91 80 4114 4114,3.5
Clove,Chinese Indian Asian      ,   ,12.89853,77.55042,+91 80 4245 4000,4
Roastopolis,Italian Mexican Chinese Japanese Indian Belgian European  ,   ,12.916948,77.57983,+91 80 6199 3399,5
Savoury Family Restaurant,Indian Mediterranean       ,   ,13.04015,77.59959,+91 98451 92656,4
New Arya Bhavan,        ,   ,12.97571,77.60506,+91 80 4091 3062,4
Sanman Vegetarian,        ,Vegan Options   ,12.96863,77.60136,+91 80 4121 9756,4
Mustard Food Court,Indian        ,   ,13.03181,77.5183,+91 80 4092 4441,4
La Casa,Chinese Indian Asian      ,   ,13.0325,77.62596,+91 80 4208 4202,3
Dakshin Exotica (New Krishna Bhavan),Indian        ,   ,12.99278,77.57153,+91 80 2356 0940,4
Empire Restaurant,Indian        ,   ,13.0089,77.64465,+91 80 4041 4141,3.5
A2B Veg,Indian        ,   ,13.02091,77.70813,+91 99800 33055,4
Udupi Kitchen,        ,   ,12.9983,77.53962,+91 98808 83422,4.5
Just Bake,        ,   ,12.85407,77.64387,+91 74060 17888,4.5
Subway,Fast Food        ,   ,12.98289,77.73364,+91 80 6535 4546,4
Geometry Gastro Pub,Asian        ,   ,13.008962,77.56317,,4
Love Shack,        ,   ,12.93318,77.62327,+91 99000 34528,3.5
A2B - Adayar Ananda Bhavan,Indian        ,   ,12.88919,77.60229,+91 1800 103 6363,4.5
Shyam Upahar,Cafe        ,   ,12.98446,77.55312,+91 80 4174 9189,4.5
Sagar Fast Food,        ,   ,12.97756,77.47724,+91 80 2571 7878,4
Shenoy Stores,        ,   ,12.93087,77.58384,+91 98440 03179,4
Urban Tamaasha,Indian Algerian       ,   ,12.965496,77.64177,+91 80 3351 2969,3.5
Hotel Udipi Grand,Indian        ,   ,12.968922,77.50641,,3.5
California Pizza Kitchen,Italian        ,   ,12.92392,77.63666,,4
Biryani Hub,Indian        ,   ,12.91355,77.60895,+91 80 2668 6978,4
Spicy Punjabi Pharatha,Indian        ,   ,12.92279,77.6757,+91 78293 55599,3.5
Bengali Food Hotel,Indian        ,   ,12.89341,77.63413,+91 80 4146 6621,3.5
Baba Da Dhaba,Indian        ,   ,12.9885,77.55937,+91 80 4140 0052,4.5
Sinful Bites,        ,   ,12.94278,77.58672,+91 99000 87848,4
Eat Repeat India Pvt Ltd,Italian Chinese       ,   ,12.9097,77.5857,+91 88921 77670,
Udupi Upahar,Indian        ,   ,12.96309,77.71497,+91 95355 55553,4
Armani Kabab Centre,Chinese        ,   ,12.96981,77.61675,+91 99868 30385,4.5
Adyar Ananda Bhavaan,Indian        ,   ,11.690633,78.11829,,5
Blue Moustache,Bar Pub       ,   ,12.98255,77.5325,+91 98800 72617,3.5
Upsouth,        ,Vegetarian Friendly   ,13.024921,77.53946,+91 80 2550 3366,3
Shibhog,        ,Vegetarian Friendly   ,13.02797,77.54119,,5
The Secret Chapter,Chinese Indian Fast Food Asian Street Food    ,   ,13.00856,77.54904,+91 99455 66588,
Domino's Pizza,Pizza        ,   ,13.06352,77.58549,+91 80 2362 7771,4
Roving Feast,Chinese        ,   ,12.92944,77.56647,+91 80 4227 4242,4
Smise,Pizza European       ,   ,12.935985,77.62856,+91 88610 62663,3.5
Irene's Cafe & Deli,Cafe        ,   ,12.99039,77.58905,+91 80 4539 0000,5
Punjabi Swag,Indian        ,   ,12.91404,77.61014,+91 80 4113 1760,4
Vijayawada Style,Indian        ,   ,13.0886,77.58419,+91 80 2552 5527,4
LaJawaab,        ,   ,12.92622,77.58636,41523232,4
Cafe Solaire,Chinese        ,   ,13.02797,77.54119,+91 80 2371 2222,3.5
Chicken County,        ,   ,12.92764,77.60058,+91 80 6535 5435,4.5
Patiala Lassi,Asian Central Asian       ,   ,13.008782,77.5554,+91 83108 89515,4
Ambur Biryani,        ,   ,12.95936,77.70205,+91 96636 00586,4
Excelsior Bakery,Cafe        ,   ,12.985937,77.607925,+91 80 2555 1899,4
Anand Sweets & Savouries,Asian        ,   ,12.974491,77.75054,+91 93531 39813,5
Baskin-Robbins,        ,   ,12.96886,77.60041,+91 80505 49752,4
The Mylapore Cafe,Indian        ,   ,13.06289,77.57089,+91 80 4217 2421,5
Pizza Hut,American Pizza       ,   ,12.97402,77.62361,+91 80 2526 0999,3
Kaveri Fast Food,Fast Food        ,   ,12.93846,77.63104,+91 96634 75139,4
Srinidhi Sagar,        ,Vegetarian Friendly   ,12.97947,77.62507,+91 80 2521 9337,4
Mumbai Spice,Indian        ,Vegetarian Friendly   ,13.00218,77.58129,+91 89712 62442,3.5
Lounge 189 Resto Bar,        ,   ,12.9178,77.6238,+91 95138 88911,4
"Burger King, Commercial Street",American        ,   ,12.98221,77.60827,+91 80 3355 8000,3
Adyar Ananda Bhavan,Cafe        ,   ,12.9784,77.57645,+91 81104 29999,4.5
Elois Chinese Restaurant,Chinese        ,   ,12.96137,77.6424,+91 80 4213 1558,4
Momo Hut,Asian Tibetan       ,   ,12.92119,77.60548,+91 88619 70399,4
Cafe Coffee Day,American Cafe       ,   ,12.9196,77.5938,+91 80 3243 0063,3.5
HomeDeli Kitchen,Indian        ,   ,12.9236,77.57425,+91 80501 33333,4
KFC,American Fast Food       ,   ,13.02309,77.59268,+91 80 4169 7177,4.5
Chillies Restaurant,Chinese        ,   ,12.97439,77.57052,+91 97391 89348,3
Koshys Calcutta Chats,Fast Food        ,   ,12.97465,77.60788,+91 80 3241 0868,4
Don'T Tell Mama,Bar Pub       ,   ,13.03749,77.55353,+91 80 4337 0000,3.5
Gajanana Mithai Ghar Sweets,Thai        ,   ,12.94913,77.70278,+91 89040 10529,4
Oh La La,Indian        ,   ,12.9966,77.66887,+91 80 4965 2979,5
Kamat Hotel Restaurant,        ,   ,12.98406,77.60682,+91 80 2559 1913,4.5
Vinaya Cafe,        ,   ,12.90079,77.58275,+91 97434 49682,4
White Horse,        ,   ,12.91225,77.6364,+91 80 2290 0540,3.5
Szechuan Dragon,Chinese        ,   ,12.99572,77.53182,+91 96635 67711,3.5
Sri Venkateshwara Iyengars Bakery,        ,   ,13.00471,77.55412,+91 99801 99699,4
Sweet Chariot Cafe,Cafe        ,   ,12.96838,77.60101,+91 80 4112 0556,3.5
Davangere Benne Dose,Cafe        ,   ,12.92651,77.61688,+91 98446 29529,4
Bundar,        ,   ,13.00713,77.6866,+91 80 4965 2470,3
Sezhwan Dragon,        ,   ,12.94283,77.56661,+91 80 4965 3082,4.5
Sagar Chats,        ,   ,12.98351,77.60667,+91 80 2558 3054,4
New Delicacy,        ,   ,12.98603,77.67083,,4.5
46 Oucnes Old Madras Road,Italian Mexican Indian Asian     ,   ,12.992806,77.66117,+91 96202 78894,5
Guscovita,        ,   ,12.96902,77.60578,+91 80 2559 5544,5
Flavours Of India,Chinese Indian Asian      ,   ,12.92536,77.67513,+91 95133 97323,5
Bharani Cafe,        ,Vegetarian Friendly   ,12.97961,77.57653,+91 90001 72221,5
Janatha Hotel,Indian        ,   ,12.90817,77.53426,,5
CounterCulture,Thai        ,   ,12.997465,77.701126,+91 80 4140 0793,3.5
Faaso's,Fast Food        ,   ,12.88558,77.60231,+91 78490 13939,4
New VB Iyengar Bakery And Sweets,        ,   ,13.01374,77.51005,+91 97388 53033,4
Namana Garden,Cafe        ,   ,12.89986,77.60448,+91 98456 61916,3.5
Caffe Pascucci,Italian        ,   ,12.93253,77.58598,+91 80 4114 1485,4
Udupi Uphar,Indian        ,   ,12.92721,77.52201,80412442261,3
Nandhana Palace JP Nagar,Chinese Indian Asian Turkish     ,   ,12.91138,77.58888,+91 80 4613 1111,3.5
Shyam Ji Chole Bhature,Indian        ,   ,12.99895,77.55275,+91 86185 96824,5
Dhaba,Indian Asian       ,Vegetarian Friendly   ,13.09562,77.59375,+91 80 4040 0900,3
Hungree Belly,Chinese        ,   ,13.03106,77.70837,+91 80950 70777,4
Raghavendra Hotel Veg Restaurant,Cafe        ,Vegetarian Friendly   ,12.97532,77.53389,+91 80 2314 0326,4.5
Sangam Sweets,Indian        ,   ,12.98666,77.57967,+91 80 4151 8798,4.5
Green Chillies,        ,   ,13.04153,77.51927,32028555,4
KFC,American Fast Food       ,   ,12.94834,77.57772,+91 80 4228 6767,4
Moghul Durbar,        ,   ,12.92806,77.5942,+91 80 2654 4417,4
The Urban Turban,Indian        ,   ,12.89192,77.72902,+91 91586 06864,5
Sri Krishna Darshini Hotel,Chinese Indian       ,   ,12.95486,77.57685,+91 98450 06344,4
vijayanagar,Indian        ,   ,12.97029,77.52996,+91 98865 10405,4.5
Nandhini Restaurant Jayanagar,Indian Asian       ,   ,12.96264,77.54859,+91 80 2344 8985,3.5
Ambur Dum Biriyani,        ,   ,12.96044,77.56687,+91 94438 58059,4
Papa John's Pizza,Pizza Fast Food       ,   ,13.00719,77.5709,,3.5
Cafe Srinidhi,Fast Food        ,   ,12.98216,77.64579,+91 80 2520 2259,4
Domino's Pizza,Pizza        ,   ,12.93513,77.61405,+91 80 2552 8888,3.5
Kamat Hotel Restaurant,        ,   ,12.9789,77.57507,+91 80 4124 1114,4.5
NYRC - Not Your Regular Cafe,Chinese Indian Cafe      ,   ,13.000123,77.62775,+91 82960 12384,5
Brindavan Veg,Indian        ,   ,13.01968,77.63007,+91 94493 92642,4
Grand Inn Restaurant,        ,   ,12.97152,77.53275,+91 80 4110 2928,4
Boozers Bar and Kitchen,        ,   ,12.97815,77.63664,+91 99452 03333,4
7 Grills Multicuisine Restaurant,Indian        ,   ,12.934463,77.623,+044 42 64 65 65,5
Wok n Tava,Chinese Indian       ,   ,12.91136,77.58432,+91 80 3945 7612,3.5
Secret Recipe Phoenix Market,Deli        ,   ,12.97768,77.74289,+91 86956 80984,4
A Cafe,        ,   ,12.93526,77.56493,+91 96111 02580,5
McDonald's,Fast Food        ,   ,12.92091,77.66485,+91 80 6565 0200,4
Gokul Veg,Indian        ,   ,13.02603,77.5932,+91 80 4093 4563,3.5
Rolls On Wheels,        ,   ,12.96941,77.70071,+91 93530 92370,4.5
Vishal Restaurant,Chinese        ,   ,12.94966,77.70179,+91 80 4209 9021,4
Domino's Pizza,Pizza        ,   ,12.93553,77.60842,+91 80 2550 1325,3.5
Panchavati,Indian        ,   ,13.06052,77.62735,,3.5
Onesta,Italian Pizza       ,   ,12.97043,77.71237,+91 89040 01530,4.5
Soo Ra Sang,Asian Korean       ,   ,12.96813,77.67202,41303435,4
Sri Devi Cafe Veg,Cafe        ,Vegetarian Friendly   ,12.9975,77.62091,+91 80 2892 5300,4
birbal Biriyani,Indian Cafe Seafood Asian Healthy    ,   ,12.864881,77.769226,+91 80 6565 0200,4
Pizza Hut,Pizza        ,   ,12.90644,77.585,,4
Real Fresh Dosa Corner,Chinese Indian Cafe      ,Vegetarian Friendly   ,12.96742,77.71626,+91 90089 30150,4.5
Huliyappa's Donne Biryani,Indian        ,Halal   ,12.93801,77.56925,+91 77955 30007,4
Chandini Chowk Express,Indian Seafood Healthy Soups     ,   ,12.938142,77.608665,+91 77950 63664,5
Udupi Gokul Cafe,        ,   ,12.91151,77.60323,+91 80 4166 6385,3.5
Basaveshwara Khanavali EMC2,        ,   ,12.97929,77.6951,+91 99451 47246,5
Mockaholic Restro Beer Cafe,        ,   ,12.915658,77.58568,+91 98865 20481,4
Have More,Indian        ,Vegetarian Friendly   ,12.95515,77.55292,+91 87222 33388,4
Pizza Hut,Pizza Fast Food       ,Vegetarian Friendly   ,13.01949,77.70823,+91 80 3377 3300,4
"Kammanahalli, Bangalore",Thai        ,   ,13.070601,77.791855,,4
Food Paradise,        ,   ,12.95725,77.64339,+91 99863 77428,3.5
Khan Saheb Grills & Rolls,Barbecue        ,   ,12.95706,77.5443,+91 96111 18811,3.5
Chianti Bellandur,Italian Pizza Wine Bar      ,   ,12.971599,77.59457,+91 96065 19222,4
The Village,Indian Asian       ,   ,12.87945,77.55967,41263331,3.5
Calcutta Chats,        ,   ,12.99038,77.59003,+91 90081 05389,4.5
Smoor Jayanagar,Chinese Cafe Asian Thai Burmese    ,   ,13.063961,77.589905,+91 77955 72079,4
Bhavani Chats and Juice,Indian        ,   ,12.91933,77.58275,+91 80 4121 3980,5
Litti Twist,        ,   ,12.89141,77.62207,+91 88800 98842,4
Zero Mile Punjab Restaurant,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.916111,77.63068,+91 81236 10700,3.5
Rcb Bar & Cafe,Italian Indian Asian Thai     ,   ,12.975108,77.60247,+91 99809 99944,3.5
Tarbouche,American Turkish Grill Fusion Arabic    ,   ,12.932878,77.61452,+91 92882 99999,3.5
Sri Krishna Bhavan,        ,Vegetarian Friendly   ,12.92197,77.64498,+91 99866 06320,4
Hatti Punjab Di,        ,   ,12.86445,77.64933,+91 80 3797 1794,4.5
Smacznego,Italian Mexican Contemporary Fusion     ,   ,12.92651,77.56472,+91 80951 61516,4.5
Big Straw - Chew On This,Fast Food        ,   ,12.96886,77.60041,+91 99451 64425,4
Yamuna's Kitchen,Indian        ,   ,13.031745,77.75034,,5
Vanani Restaurant,Chinese        ,   ,12.91363,77.54825,+91 80 4201 4000,4
Sri Krishna The Daba,Indian        ,   ,12.965821,77.59485,,5
Friends Euro Restaurant,Italian        ,   ,12.93629,77.61678,+91 80 2571 2018,4
Trinity Club Lounge,Pub        ,   ,12.95561,77.72329,+91 80 4020 0200,4.5
Nandus Biriyani,        ,   ,13.01052,77.55452,+91 80 6565 6989,4
Orchid,Chinese        ,   ,12.9789,77.57507,+91 80 4021 4021,3.5
Flo Church Street,        ,   ,12.97442,77.60144,+91 80 4568 5650,4
Fat Owl,Pub Gastropub       ,   ,12.906552,77.58121,+91 73492 26777,4
Roving Feast,Italian        ,   ,12.92441,77.5649,+91 98801 11224,4.5
Hotel Paradise,        ,   ,12.92779,77.5929,+91 98442 90433,4.5
Rock Stone Ice Cream Factory,Fast Food        ,   ,12.89079,77.60708,9.16E+11,4.5
Udupi Upachar,        ,   ,13.00534,77.56927,,2.5
Burma Burma Restaurant & Tea Room,Asian Burmese       ,   ,13.009925,77.552124,+91 22 4003 6600,
Alt,        ,   ,12.98392,77.72893,+91 95912 20033,2.5
Papa John's Pizza,Italian Pizza Fast Food      ,   ,12.973588,77.725746,+91 1800 3010 7272,5
Tea Villa Cafe,Indian African Cafe European Contemporary Ethiopian   ,   ,,,+91 80 4965 2670,5
KFC,American Fast Food       ,   ,12.95687,77.53086,+91 80 4175 8292,4
Malgudi Mylari Mane,Indian        ,   ,12.937531,77.61757,+91 97313 62277,4
Treat,Indian        ,   ,12.95886,77.71871,+91 80 2528 2137,4.5
Siddappa Hotel,        ,   ,12.9309,77.63298,+91 96323 91526,4
Jukebox,Indian Bar International Pub     ,   ,12.93343,77.63611,+91 25710032,3.5
M.M.A. Kabab's & Biriyani Center,Chinese        ,   ,12.96784,77.71362,+91 99012 51691,4
McDonald's,        ,   ,12.915875,77.61025,+91 96202 06955,3.5
Hot Box,        ,   ,12.95917,77.65751,+91 99007 97869,5
Madeena Hotel,        ,   ,12.92994,77.60834,+91 80 2668 9333,4.5
Mesa Lounge,Mexican Indian Asian Deli     ,   ,12.83933,77.65921,+91 80 4431 0000,3.5
Veg By Nature,Chinese Indian       ,   ,13.00542,77.57596,+91 80 2266 7304,3.5
Top in Town,Chinese        ,   ,12.92513,77.60608,+91 80955 72746,4.5
Mane Thindi,Indian        ,   ,12.92918,77.56042,+91 99866 59249,3
De Grand Restaurant,Chinese Fast Food       ,   ,12.91659,77.60025,+91 98869 99957,4
Sash Cafe,Chinese        ,   ,13.070453,77.65108,+91 88806 22622,5
Pizza Hut,Pizza        ,   ,12.91235,77.57291,+91 80 2654 2999,4
U turn paradise,Indian        ,   ,12.9833,77.5833,+91 90357 70266,3
Au Bon Pain,        ,   ,12.95917,77.65751,+91 80 6570 7512,4.5
Zoey's,Indian Cafe International      ,   ,12.98107,77.60997,+91 98206 42112,2.5
Oye Amritsar,Indian        ,   ,12.93847,77.63131,1.08E+11,3.5
Bakasur,Mexican Chinese Indian      ,   ,12.938039,77.6277,+91 1800 200 4525,3.5
Avanti,        ,   ,12.95691,77.64148,+91 80666 66333,4
Ice Cream Works,Deli        ,   ,12.979867,77.63956,+91 80 4203 9001,4.5
Go Italia,Italian Pizza       ,Vegetarian Friendly   ,12.93441,77.62984,+91 80 4151 5858,3.5
Bagel Lore,American        ,   ,13.030233,77.57057,,5
Fiero! Pizzeria,Italian Pizza       ,   ,12.937592,77.61911,,3.5
Puchkas,Fast Food        ,   ,12.95584,77.7155,+91 90080 11110,4
Rajvardhan Foods,        ,   ,13.07245,77.5562,+91 98863 03088,3.5
Biso,Indian        ,Vegetarian Friendly   ,12.99038,77.59003,+91 80 4539 0000,4
Leon Grill,Fast Food        ,   ,12.971472,77.60093,+91 80 2223 2900,4.5
Volga Food Court,        ,   ,12.84749,77.68194,+91 80958 91017,4
Goli Vada Pav No.1,Cafe Fast Food       ,   ,12.98199,77.55964,+91 98454 78482,4
Annapoorna Naivedyam,Indian        ,   ,12.96557,77.60625,1.92E+12,4.5
Shree Krishna Sagar,Chinese        ,   ,12.91838,77.48294,+91 98802 25589,4
New Punjabi Food Corner,Chinese Indian Asian      ,   ,12.8586,77.64619,+91 80 2852 3394,3.5
Kumarakam Restaurant,Chinese Fast Food       ,   ,12.97402,77.62361,+91 80 3294 9988,4.5
Cupcake Noggins HSR,        ,   ,12.92197,77.64498,+91 98862 50727,4.5
Bunny Bar,Beer restaurants        ,   ,12.9332,77.6307,+91 99001 18792,4
Satya's Kitchen,        ,   ,13.02334,77.59145,+91 99008 03078,4.5
Olive Grove,Italian Mexican Chinese American Indian European   ,   ,12.841668,77.6474,+91 77958 17409,3.5
Zaman Restaurant,        ,   ,12.97803,77.62769,25558888,5
Spice Code,Indian        ,   ,12.91593,77.60312,+91 95136 99007,3.5
Vindoos,Indian        ,   ,12.97523,77.72716,+91 97401 44602,3.5
The Diner,Indian        ,   ,12.99736,77.69069,+91 99000 99601,4
Hotel Dil Coorg Restaurant,        ,   ,12.98593,77.51485,+91 94804 71063,4.5
Lounge Bar,        ,   ,13.198909,77.70681,+91 80 4616 0200,
Mohan Tiffin Rooms,        ,   ,12.9675,77.59264,+91 98459 99002,4
Embers,Chinese        ,   ,12.93629,77.61678,+91 80 4185 8299,4.5
Aaha Andhra,Indian        ,   ,12.94169,77.55018,+91 80 4854 2558,4.5
Zafran,        ,   ,12.91615,77.63705,,4
KFC,American        ,   ,12.93435,77.62362,+91 80 2206 7993,4
Rolls on Wheels,International        ,   ,12.92893,77.59478,+91 80881 12222,4.5
Green Onion,Chinese        ,   ,12.97814,77.73385,+91 96638 00166,3.5
